Name,Type,Region,Province,City_Muni,Lat,Lon
Amliang Creek,stream,Cordillera Administrative Region (CAR),Benguet,Tuba,16.352181,120.562812
Amnay,river,Mimaropa Region,Occidental Mindoro,Sablayan,12.97883,120.787622
Amnay,river,Mimaropa Region,Occidental Mindoro,Santa Cruz,13.019758,120.856587
Amnay,stream,Mimaropa Region,Occidental Mindoro,Santa Cruz,13.072398,120.88829
Amparo,river,Region VIII (Eastern Visayas),Southern Leyte,Macrohon,10.116932,124.922066
Ampid River,river,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,14.684973,121.11532
Ampid River,river,National Capital Region (NCR),Metropolitan Manila Second District,San Mateo,14.684973,121.11532
Ampid River,river,Region IV-A (Calabarzon),Rizal,Quezon City,14.684973,121.11532
Ampid River,river,Region IV-A (Calabarzon),Rizal,San Mateo,14.684836,121.120234
Ampid River,stream,Region IV-A (Calabarzon),Rizal,San Mateo,14.699996,121.130889
Amusig River,river,Region X (Northern Mindanao),Bukidnon,Impasug-ong,8.540385,125.075135
Amusig River,river,Region X (Northern Mindanao),Bukidnon,Malitbog,8.439716,124.984564
Amusig River,river,Region X (Northern Mindanao),Bukidnon,Manolo Fortich,8.439716,124.984564
Anahawan River,river,Region XIII (Caraga),Agusan del Sur,Loreto,8.054295,125.770441
Anahawin River,river,Mimaropa Region,Occidental Mindoro,Calintaan,12.624441,120.995435
Anahawin River,river,Mimaropa Region,Occidental Mindoro,Sablayan,12.624441,120.995435
Anakan River,river,Region X (Northern Mindanao),Misamis Oriental,Gingoog City,8.825851,125.150578
Anao Creek,stream,Region III (Central Luzon),Pampanga,Mexico,15.140782,120.678903
Anaran Creek,stream,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,14.647991,121.035272
Anas River,river,Region VIII (Eastern Visayas),Biliran,Culaba,11.598618,124.42749
Anas River,river,Region VIII (Eastern Visayas),Biliran,Naval (Capital),11.598618,124.42749
Anayan River,river,Cordillera Administrative Region (CAR),Abra,Bangued (Capital),17.639692,120.664565
Anayan River,river,Cordillera Administrative Region (CAR),Abra,Dolores,17.772601,120.77064
Anayan River,river,Cordillera Administrative Region (CAR),Abra,La Paz,17.639692,120.664565
Anayan River,river,Cordillera Administrative Region (CAR),Abra,Lagayan,17.772601,120.77064
Anayan River,river,Cordillera Administrative Region (CAR),Abra,San Juan,17.772601,120.77064
Anayan River,river,Cordillera Administrative Region (CAR),Abra,Tayum,17.639692,120.664565
Anayan River,river,Cordillera Administrative Region (CAR),Abra,Tineg,17.772601,120.77064
Andanan River,river,Region XIII (Caraga),Agusan del Sur,City of Bayugan,8.819017,125.782224
Andanan River,river,Region XIII (Caraga),Agusan del Sur,Sibagat,8.819017,125.782224
Ando-On River,river,Region VI (Western Visayas),Negros Occidental,San Carlos City,10.49366,123.375694
Angalacan River,river,Region I (Ilocos Region),Pangasinan,Manaoag,16.101948,120.510956
Angalacan River,river,Region I (Ilocos Region),Pangasinan,Mangaldan,16.059485,120.430503
Angalacan River,river,Region I (Ilocos Region),Pangasinan,Mapandan,16.02992,120.457913
Angalacan River,river,Region I (Ilocos Region),Pangasinan,Pozorrubio,16.101948,120.510956
Angalacan River,river,Region I (Ilocos Region),Pangasinan,San Jacinto,16.059485,120.430503
Angalacan River,river,Region I (Ilocos Region),Pangasinan,Sison,16.101948,120.510956
Angat River,river,Region III (Central Luzon),Bulacan,Angat,14.926647,121.032947
Angat River,river,Region III (Central Luzon),Bulacan,Bustos,14.9567,120.954701
Angat River,river,Region III (Central Luzon),Bulacan,Calumpit,14.901742,120.807636
Angat River,river,Region III (Central Luzon),Bulacan,City of Baliwag,14.954622,120.905949
Angat River,river,Region III (Central Luzon),Bulacan,Doña Remedios Trinidad,15.01949,121.198103
Angat River,river,Region III (Central Luzon),Bulacan,Hagonoy,14.832285,120.763435
Angat River,river,Region III (Central Luzon),Bulacan,Norzagaray,14.875089,121.147344
Angat River,river,Region III (Central Luzon),Bulacan,Paombong,14.840945,120.764484
Angat River,river,Region III (Central Luzon),Bulacan,Plaridel,14.900132,120.879229
Angat River,river,Region III (Central Luzon),Bulacan,Pulilan,14.900132,120.879229
Angat River,river,Region III (Central Luzon),Bulacan,San Rafael,14.9567,120.954701
Angat River,river,Region III (Central Luzon),Tarlac,City of Tarlac (Capital),15.458155,120.627613
Angat River,stream,Region III (Central Luzon),Tarlac,City of Tarlac (Capital),15.441767,120.596548
Angono River,river,Region IV-A (Calabarzon),Rizal,Angono,14.515114,121.14363
Angono River,river,Region IV-A (Calabarzon),Rizal,City of Antipolo,14.54934,121.170149
Anilao River,river,Region VIII (Eastern Visayas),Leyte,Ormoc City,11.038211,124.608237
Aningan River,river,Region VII (Central Visayas),Cebu,San Remigio,10.926452,123.909667
Anino River,river,Region IV-A (Calabarzon),Cavite,Maragondon,14.264916,120.711273
Anino River,stream,Region IV-A (Calabarzon),Cavite,Maragondon,14.21456,120.679412
Ano River,river,Region I (Ilocos Region),Pangasinan,Calasiao,15.957049,120.369498
Ano River,river,Region I (Ilocos Region),Pangasinan,Malasiqui,15.95289,120.394889
Ano River,river,Region I (Ilocos Region),Pangasinan,San Carlos City,15.957049,120.369498
Ano River,river,Region I (Ilocos Region),Pangasinan,Santa Barbara,15.9489,120.399992
Anthony'S River,river,Region VIII (Eastern Visayas),Leyte,Kananga,11.213674,124.619929
Antipolo River,river,Region V (Bicol Region),Camarines Sur,Nabua,13.401928,123.375128
Antipolo River,river,National Capital Region (NCR),Metropolitan Manila Second District,City of Pasig,14.546977,121.109297
Antipolo River,river,National Capital Region (NCR),Metropolitan Manila Second District,Taytay,14.546977,121.109297
Antipolo River,river,Region IV-A (Calabarzon),Rizal,City of Pasig,14.546977,121.109297
Antipolo River,river,Region IV-A (Calabarzon),Rizal,Taytay,14.542144,121.115074
Antipolo River,stream,Region XI (Davao Region),Davao del Sur,Davao City,7.158556,125.469382
Antipolo River (Ilog Tapayan),river,National Capital Region (NCR),Metropolitan Manila Second District,Cainta,14.551112,121.104503
Antipolo River (Ilog Tapayan),river,National Capital Region (NCR),Metropolitan Manila Second District,City of Pasig,14.551112,121.104503
Antipolo River (Ilog Tapayan),river,Region IV-A (Calabarzon),Rizal,Cainta,14.551112,121.104503
Antipolo River (Ilog Tapayan),river,Region IV-A (Calabarzon),Rizal,City of Pasig,14.551112,121.104503
Anungan River,river,Region IX (Zamboanga Peninsula),Zamboanga del Norte,Sibuco,7.471354,122.139286
Anungan River,river,Region IX (Zamboanga Peninsula),Zamboanga del Norte,Sirawai,7.471354,122.139286
Apalen Creek,stream,Cordillera Administrative Region (CAR),Abra,Daguioman,17.460382,120.900833
Apalen Creek,stream,Cordillera Administrative Region (CAR),Abra,Sallapadan,17.460382,120.900833
Apayao River,river,Cordillera Administrative Region (CAR),Apayao,Calanasan (Bayag),18.096546,121.121813
Apayao River,river,Cordillera Administrative Region (CAR),Apayao,Flora,18.096546,121.121813
Apayao River,river,Cordillera Administrative Region (CAR),Apayao,Kabugao (Capital),18.096546,121.121813
Apayao River,river,Cordillera Administrative Region (CAR),Apayao,Pudtol,18.096546,121.121813
Aplaya River,river,Region II (Cagayan Valley),Isabela,Maconacon,17.4009,122.226083
Aplian River,river,Mimaropa Region,Palawan,Brooke's Point,8.937089,117.953049
Aplian River,river,Mimaropa Region,Palawan,Sofronio Española,8.937089,117.953049
Aplian River,stream,Mimaropa Region,Palawan,Brooke's Point,8.958719,117.912451
Apolang River,river,Region X (Northern Mindanao),Bukidnon,Dangcagan,7.578296,124.979069
Apolang River,river,Region X (Northern Mindanao),Bukidnon,Kadingilan,7.597822,124.963533
Apolang River,river,Region X (Northern Mindanao),Bukidnon,Kibawe,7.578296,124.979069
Apurawan River,river,Mimaropa Region,Palawan,Aborlan,9.573393,118.388358
Aragon River,river,Region V (Bicol Region),Camarines Sur,Tinambac,13.878726,123.305288
Aragon River,stream,Region V (Bicol Region),Camarines Sur,Tinambac,13.866247,123.342047
Arakan River,river,Region XII (Soccsksargen),Cotabato (North Cotabato),Antipas,7.320901,125.05125
Arakan River,river,Region XII (Soccsksargen),Cotabato (North Cotabato),Arakan,7.257232,125.151819
Arakan River,river,Region XII (Soccsksargen),Cotabato (North Cotabato),Magpet,7.257232,125.151819
Arakan River,river,Region XII (Soccsksargen),Cotabato (North Cotabato),Matalam,7.34961,124.987823
Arakan River,river,Region XII (Soccsksargen),Cotabato (North Cotabato),President Roxas,7.34961,124.987823
Aramaywan River,river,Mimaropa Region,Palawan,Narra,9.197412,118.176968
Aramaywan River,river,Mimaropa Region,Palawan,Quezon,9.357424,118.153468
Aranan Creek,stream,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,14.645464,121.030372
Aranguel,river,Region VI (Western Visayas),Capiz,President Roxas,11.469797,122.926555
Aras-Asan Creek,stream,Region VI (Western Visayas),Antique,Sebaste,11.525725,122.083935
Argao River,river,Region VII (Central Visayas),Cebu,Argao,9.901776,123.516565
Argao River,river,Region VII (Central Visayas),Cebu,Dalaguete,9.837145,123.476889
Ariman River,river,Region V (Bicol Region),Sorsogon,Gubat,12.895062,124.108153
Aringay River,river,Cordillera Administrative Region (CAR),Benguet,Tuba,16.442684,120.49387
Aringay River,river,Region I (Ilocos Region),La Union,Aringay,16.391656,120.322899
Arodagat River,river,Region I (Ilocos Region),Pangasinan,Sison,16.173727,120.552306
Arong Creek,stream,Region VIII (Eastern Visayas),Samar (Western Samar),Gandara,12.024486,124.807452
Asan Creek,stream,Region III (Central Luzon),Nueva Ecija,Gabaldon (Bitulok & Sabani),15.458209,121.347283
Asbang River,river,Region XI (Davao Region),Davao del Sur,Matanao,6.652515,125.145811
Asbang-Elok River,stream,Region XI (Davao Region),Davao del Sur,Magsaysay,6.727998,125.110703
Asid River,river,Region V (Bicol Region),Masbate,City of Masbate (Capital),12.257454,123.544052
Asid River,river,Region V (Bicol Region),Masbate,Milagros,12.257454,123.544052
Asiga River,river,Region XIII (Caraga),Agusan del Norte,Santiago,9.263861,125.580809
Asinan River,river,Region XI (Davao Region),Davao del Sur,Magsaysay,6.675147,125.134964
Asinan River,river,Region XI (Davao Region),Davao del Sur,Matanao,6.675147,125.134964
Asisig River,river,Region VI (Western Visayas),Iloilo,City of Passi,11.108773,122.682914
Asisig River,river,Region VI (Western Visayas),Iloilo,San Enrique,11.092951,122.655126
Aslog River,stream,Region VI (Western Visayas),Iloilo,Tubungan,10.815176,122.275591
Aslum,river,Region VIII (Eastern Visayas),Leyte,Tacloban City (Capital),11.22682,125.001656
Asputon Creek,stream,Region XII (Soccsksargen),Sarangani,Alabel (Capital),6.095358,125.290081
Atake Creek,stream,Cordillera Administrative Region (CAR),Benguet,Tuba,16.312705,120.600829
Atga Creek,stream,Region IV-A (Calabarzon),Batangas,Tuy,14.005419,120.752474
Atlag River,river,Region III (Central Luzon),Bulacan,City of Malolos (Capital),14.827724,120.821448
Atugan River,river,Region X (Northern Mindanao),Bukidnon,Impasug-ong,8.316977,125.018914
Awao River,river,Region XIII (Caraga),Agusan del Sur,Monkayo,7.948685,125.999626
Awao River,river,Region XIII (Caraga),Agusan del Sur,Santa Josefa,7.948685,125.999626
Awao River,river,Region XIII (Caraga),Agusan del Sur,Veruela,8.003927,125.989342
Awao River,river,Region XI (Davao Region),Davao de Oro (Compostela Valley),Monkayo,7.948685,125.999626
Awao River,river,Region XI (Davao Region),Davao de Oro (Compostela Valley),Santa Josefa,7.948685,125.999626
Awasian Creek,stream,Region XIII (Caraga),Surigao del Sur,City of Tandag (Capital),9.073161,126.157634
Aya Creek,stream,Region IV-A (Calabarzon),Batangas,San Jose,13.903315,121.107579
Ayo River,river,Region XII (Soccsksargen),Cotabato (North Cotabato),Arakan,7.375602,125.172542
Ayo River,stream,Region XII (Soccsksargen),Cotabato (North Cotabato),Arakan,7.394384,125.232422
Ayungon River,river,Region VII (Central Visayas),Negros Oriental,Ayungon,9.864154,123.105611
B'Lok Creek,stream,Region XII (Soccsksargen),South Cotabato,City of Koronadal (Capital),6.503136,124.843789
B'Lok Creek,stream,Region XII (Soccsksargen),South Cotabato,Lutayan,6.576855,124.782729
B'Lok Creek,stream,Region XII (Soccsksargen),South Cotabato,Tantangan,6.561975,124.800102
B'Lok Creek,stream,Region XII (Soccsksargen),Sultan Kudarat,Lutayan,6.576855,124.782729
B'Lok Creek,stream,Region XII (Soccsksargen),Sultan Kudarat,Tantangan,6.576855,124.782729
Baao Creek,stream,Region VI (Western Visayas),Negros Occidental,Silay City,10.777824,123.100294
Babangad River,river,Region III (Central Luzon),Bulacan,Bulacan,14.775472,120.85352
Babatnin River,river,Region III (Central Luzon),Bulacan,City of Malolos (Capital),14.781934,120.815764
Babuyan River,river,Mimaropa Region,Palawan,Puerto Princesa City (Capital),10.114617,118.919344
Bacalan,river,Region VI (Western Visayas),Aklan,Culasi,11.536826,122.118829
Bacalan,river,Region VI (Western Visayas),Aklan,Madalag,11.536826,122.118829
Bacalan,river,Region VI (Western Visayas),Aklan,Sebaste,11.536826,122.118829
Bacalan,river,Region VI (Western Visayas),Antique,Culasi,11.536826,122.118829
Bacalan,river,Region VI (Western Visayas),Antique,Madalag,11.536826,122.118829
Bacalan,river,Region VI (Western Visayas),Antique,Sebaste,11.536826,122.118829
Bacarra River,river,Region I (Ilocos Region),Ilocos Norte,Bacarra,18.246161,120.624719
Bacarra River,river,Region I (Ilocos Region),Ilocos Norte,Vintar,18.308393,120.744274
Bacarra River,stream,Region I (Ilocos Region),Ilocos Norte,Vintar,18.25804,120.688316
Bacauan River,river,Region VI (Western Visayas),Iloilo,Miagao,10.67329,122.175522
Bacayan Creek,river,Region VI (Western Visayas),Negros Occidental,City of Victorias,10.872963,123.055561
Bacayan Creek,stream,Region VI (Western Visayas),Negros Occidental,City of Victorias,10.857265,123.045209
Bacayan Creek,stream,Region VI (Western Visayas),Negros Occidental,Enrique B. Magalona (Saravia),10.857265,123.045209
Bacbac River,river,Mimaropa Region,Palawan,Coron,12.015416,120.18145
Baclayon River,river,Region V (Bicol Region),Albay,Bacacay,13.269453,123.782332
Baco River,river,Mimaropa Region,Oriental Mindoro,City of Calapan (Capital),13.327663,121.129881
Baco River,river,Mimaropa Region,Oriental Mindoro,Naujan,13.295809,121.139144
Bacoor River,river,Region IV-A (Calabarzon),Cavite,Bacoor City,14.433951,120.94971
Bacoor River,river,Region IV-A (Calabarzon),Cavite,Imus City,14.403457,120.963702
Bacoor River,stream,Region IV-A (Calabarzon),Cavite,Bacoor City,14.380877,120.975598
Bacungan River,river,Mimaropa Region,Palawan,Puerto Princesa City (Capital),9.903774,118.69447
Badbaran,river,Region VI (Western Visayas),Capiz,Cuartero,11.308829,122.666337
Badbaran,river,Region VI (Western Visayas),Capiz,Dumalag,11.308829,122.666337
Badbaran,river,Region VI (Western Visayas),Capiz,Dumarao,11.236713,122.80295
Badiang River,river,Region VIII (Eastern Visayas),Biliran,Almeria,11.626718,124.381483
Badiang River,stream,Region VIII (Eastern Visayas),Biliran,Almeria,11.635299,124.389265
Badiangon,river,Region VI (Western Visayas),Capiz,President Roxas,11.400002,122.944997
Baga River,river,Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Kabasalan,7.803468,122.712865
Baga River,river,Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Naga,7.803468,122.712865
Bagac River,river,Region III (Central Luzon),Bataan,Bagac,14.608223,120.416255
Bagac River,stream,Region III (Central Luzon),Bataan,Bagac,14.608994,120.429746
Bagacay,river,Region V (Bicol Region),Albay,Legazpi City (Capital),13.06976,123.743471
Bagacay Creek,river,Region VI (Western Visayas),Negros Occidental,City of Talisay,10.759132,123.003075
Bagacay Creek,river,Region VI (Western Visayas),Negros Occidental,Silay City,10.759132,123.003075
Bagacay Creek,stream,Region VI (Western Visayas),Negros Occidental,City of Talisay,10.763302,123.019073
Bagacay Creek,stream,Region VI (Western Visayas),Negros Occidental,Silay City,10.763302,123.019073
Bagacay Creek,stream,Region VIII (Eastern Visayas),Samar (Western Samar),Hinabangan,11.815133,125.228206
Bagambang River,river,Region VI (Western Visayas),Negros Occidental,Cauayan,9.967678,122.648042
Bagambula Creek,stream,Region IV-A (Calabarzon),Laguna,Los Baños,14.152602,121.248696
Bagatayam River,river,Region VII (Central Visayas),Cebu,Sogod,10.768919,123.987219
Bagbag River,river,Region IV-A (Calabarzon),Batangas,Lian,14.029792,120.639168
Bagbag River,river,Region III (Central Luzon),Bulacan,Calumpit,14.910735,120.77376
Bagnon River,river,Region V (Bicol Region),Catanduanes,Caramoran,13.917909,124.160798
Bago Aplaya River,river,Region XI (Davao Region),Davao del Sur,Davao City,7.042218,125.532526
Bago Gallera Creek,river,Region XI (Davao Region),Davao del Sur,Davao City,7.048533,125.523009
Bago Gallera Creek,stream,Region XI (Davao Region),Davao del Sur,Davao City,7.05981,125.50281
Bago River,river,Region VI (Western Visayas),Guimaras,Nueva Valencia,10.500504,122.615829
Bago River,river,Region VI (Western Visayas),Guimaras,Sibunag,10.500504,122.615829
Bago River,river,Region VI (Western Visayas),Negros Occidental,Bago City,10.551681,123.039398
Bago River,river,Region VI (Western Visayas),Negros Occidental,Murcia,10.551681,123.039398
Bago River,river,Region VI (Western Visayas),Negros Occidental,Pulupandan,10.533324,122.830344
Bago River,river,Region VI (Western Visayas),Negros Occidental,Salvador Benedicto,10.554715,123.142239
Bago River,river,Region VI (Western Visayas),Negros Occidental,San Carlos City,10.546587,123.170632
